,response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood,subject_injury_nan
8151,2020/01/09 23:31:49,Disturbance ,No,ASLT4   ,,Bodily Force,Push Away,Black,Male,18.0,Assaulted Officer                                                              ,1,Downtown West,1
8152,2020/01/09 23:31:49,Disturbance ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,18.0,Assaulted Officer                                                              ,1,Downtown West,1
8153,2020/01/09 23:31:49,Disturbance ,No,ASLT4   ,,Taser,Firing Darts,Black,Male,18.0,Assaulted Officer                                                              ,1,Downtown West,1
8154,2020/01/10 01:46:17,Fight ,Yes,FORCE   ,,Chemical Irritant,Personal Mace,White,Male,22.0,Verbal Non-Compliance                                                          ,5,Lowry Hill East,1
8155,2020/01/10 09:34:12,Emotionally Disturb Person ,Yes,CIC     ,,Taser,Firing Darts,White,Male,34.0,Other                                                                          ,3,East Phillips,1
8156,2020/01/10 11:26:14,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Takedown,Black,Male,25.0,Verbal Non-Compliance                                                          ,1,Downtown West,1
8157,2020/01/10 11:26:14,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Black,Male,25.0,Verbal Non-Compliance                                                          ,1,Downtown West,1
8158,2020/01/10 22:51:10,Suspicious Vehicle ,No,R&C     ,,Bodily Force,Takedown,White,Male,19.0,Verbal Non-Compliance                                                          ,3,Bancroft,1
8159,2020/01/10 22:51:10,Suspicious Vehicle ,No,R&C     ,,Bodily Force,Body Weight Pin,White,Male,19.0,Verbal Non-Compliance                                                          ,3,Bancroft,1
8160,2020/01/10 23:16:35,Traffic Law Enforcement ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,20.0,Assaulted Officer                                                              ,4,Hawthorne,1
8161,2020/01/10 23:16:35,Traffic Law Enforcement ,No,ASLT4   ,,Bodily Force,Takedown,Black,Male,20.0,Assaulted Officer                                                              ,4,Hawthorne,1
8162,2020/01/10 23:16:35,Traffic Law Enforcement ,No,ASLT4   ,,Bodily Force,Punch,Black,Male,20.0,Assaulted Officer                                                              ,4,Hawthorne,1
8163,2020/01/11 20:01:15,Tenant Trouble ,Yes,DISCON  ,,Bodily Force,Takedown,White,Male,39.0,Fled on Foot                                                                   ,1,Downtown West,1
8164,2020/01/11 20:01:15,Tenant Trouble ,Yes,DISCON  ,,Bodily Force,Body Weight Pin,White,Male,39.0,Fled on Foot                                                                   ,1,Downtown West,1
8165,2020/01/14 20:23:57,Officer Needs Help ,No,DISCON  ,,Bodily Force,Body Weight Pin,Black,Male,16.0,Tensed                                                                         ,2,Holland,1
8166,2020/01/14 20:23:57,Officer Needs Help ,No,DISCON  ,,Bodily Force,Body Weight Pin,Black,Male,16.0,Tensed                                                                         ,2,Holland,1
8167,2020/01/14 20:23:57,Officer Needs Help ,No,DISCON  ,,Bodily Force,Body Weight Pin,Black,Male,20.0,Commission of a Crime                                                          ,2,Holland,1
8168,2020/01/14 23:25:02,Traffic Law Enforcement ,No,TLE     ,,Bodily Force,Body Weight Pin,,Male,18.0,Verbal Non-Compliance                                                          ,3,Bancroft,1
8169,2020/01/14 23:25:02,Traffic Law Enforcement ,No,TLE     ,,Bodily Force,Takedown,,Male,18.0,Verbal Non-Compliance                                                          ,3,Bancroft,1
8170,2020/01/14 23:25:02,Traffic Law Enforcement ,No,TLE     ,,Bodily Force,Takedown,,Male,18.0,Other                                                                          ,3,Bancroft,1
8171,2020/01/15 10:40:04,Fight ,No,FORCE   ,,Bodily Force,Takedown,Black,Male,18.0,Commission of a Crime                                                          ,5,Tangletown,1
8172,2020/01/15 10:40:04,Fight ,No,FORCE   ,,Bodily Force,Body Weight Pin,Black,Male,18.0,Commission of a Crime                                                          ,5,Tangletown,1
8173,2020/01/15 13:53:18,Traffic Law Enforcement ,No,WT      ,,Bodily Force,Body Weight Pin,Black,Male,31.0,,3,Ventura Village,1
8174,2020/01/15 13:53:18,Traffic Law Enforcement ,No,WT      ,,Bodily Force,Takedown,Black,Male,31.0,,3,Ventura Village,1
8175,2020/01/15 13:53:18,Traffic Law Enforcement ,No,WT      ,,Bodily Force,Body Weight Pin,Black,Male,31.0,Verbal Non-Compliance                                                          ,3,Ventura Village,1
8176,2020/01/15 18:48:04,Unwanted Person ,Yes,DISCON  ,,Bodily Force,Takedown,White,Male,51.0,Tensed                                                                         ,2,Como,1
8177,2020/01/15 18:48:04,Unwanted Person ,Yes,DISCON  ,,Bodily Force,Body Weight Pin,White,Male,51.0,Other                                                                          ,2,Como,1
8178,2020/01/15 18:48:04,Unwanted Person ,Yes,DISCON  ,,Bodily Force,Body Weight Pin,White,Male,51.0,Tensed                                                                         ,2,Como,1
8179,2020/01/16 11:35:16,High Risk Warrant Entry ,No,OBSTRU  ,,Bodily Force,Takedown,Black,Male,19.0,Tensed                                                                         ,4,Hawthorne,1
8180,2020/01/16 11:35:16,High Risk Warrant Entry ,No,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,19.0,Commission of a Crime                                                          ,4,Hawthorne,1
8181,2020/01/16 11:35:16,High Risk Warrant Entry ,No,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,19.0,,4,Hawthorne,1
8182,2020/01/16 11:35:16,High Risk Warrant Entry ,No,OBSTRU  ,,Bodily Force,Push Away,Black,Male,19.0,Tensed                                                                         ,4,Hawthorne,1
8183,2020/01/16 11:35:16,High Risk Warrant Entry ,No,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,19.0,Tensed                                                                         ,4,Hawthorne,1
8184,2020/01/16 13:55:16,Disturbance ,No,ASLT5   ,,Bodily Force,Takedown,Black,Female,14.0,Other                                                                          ,4,Near - North,1
8185,2020/01/16 19:52:04,Emotionally Disturb Person ,No,CIC     ,,Bodily Force,Takedown,White,Female,59.0,Other                                                                          ,3,Midtown Phillips,1
8186,2020/01/16 19:52:04,Emotionally Disturb Person ,No,CIC     ,,Bodily Force,Body Weight Pin,White,Female,59.0,Other                                                                          ,3,Midtown Phillips,1
8187,2020/01/17 03:13:09,Suspicious Person ,No,FORCE   ,,Bodily Force,Body Weight Pin,Black,Male,24.0,Tensed                                                                         ,1,Downtown West,1
8188,2020/01/17 03:13:09,Suspicious Person ,No,FORCE   ,,Bodily Force,Body Weight Pin,Black,Male,24.0,Tensed                                                                         ,1,Downtown West,1
8189,2020/01/17 03:13:09,Suspicious Person ,No,FORCE   ,,Bodily Force,Takedown,Black,Male,24.0,Tensed                                                                         ,1,Downtown West,1
8190,2020/01/17 03:13:09,Suspicious Person ,No,FORCE   ,,Bodily Force,Body Weight Pin,Black,Male,24.0,,1,Downtown West,1
8191,2020/01/17 03:13:09,Suspicious Person ,No,FORCE   ,,Bodily Force,Body Weight Pin,Black,Male,24.0,Tensed                                                                         ,1,Downtown West,1
8192,2020/01/17 03:13:09,Suspicious Person ,No,FORCE   ,,Bodily Force,Takedown,Black,Male,24.0,Tensed                                                                         ,1,Downtown West,1
8193,2020/01/17 03:13:09,Suspicious Person ,No,FORCE   ,,Taser,Arcing,Black,Male,24.0,,1,Downtown West,1
8194,2020/01/17 03:13:09,Suspicious Person ,No,FORCE   ,,Bodily Force,Takedown,Black,Male,24.0,Tensed                                                                         ,1,Downtown West,1
8195,2020/01/17 15:10:39,Person with a Gun ,Yes,THREAT  ,,Bodily Force,Body Weight Pin,Black,Male,44.0,Verbal Non-Compliance                                                          ,1,Loring Park,1
8196,2020/01/17 15:10:39,Person with a Gun ,Yes,THREAT  ,,Bodily Force,Push Away,Black,Male,44.0,Verbal Non-Compliance                                                          ,1,Loring Park,1
8197,2020/01/19 01:53:15,Suspicious Person ,No,ASLT5   ,,Bodily Force,Body Weight Pin,,Male,20.0,Commission of a Crime                                                          ,2,University of Minnesota,1
8198,2020/01/19 14:07:39,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Female,33.0,Assaulted Officer                                                              ,4,Jordan,1
8199,2020/01/19 14:07:39,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,White,Female,,,4,Jordan,1
8200,2020/01/19 14:07:39,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Female,33.0,Assaulted Officer                                                              ,4,Jordan,1
8201,2020/01/19 14:07:39,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Joint Lock,Black,Female,33.0,Assaulted Officer                                                              ,4,Jordan,1
8202,2020/01/19 14:07:39,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Takedown,White,Female,,,4,Jordan,1
8203,2020/01/23 12:59:16,Poss Personal Injury Acc ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Tensed                                                                         ,4,Folwell,1
8204,2020/01/23 12:59:16,Poss Personal Injury Acc ,Yes,ASLT4   ,,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,21.0,Tensed                                                                         ,4,Folwell,1
8205,2020/01/23 12:59:16,Poss Personal Injury Acc ,Yes,ASLT4   ,,Bodily Force,Takedown,Black,Male,21.0,Tensed                                                                         ,4,Folwell,1
8206,2020/01/23 18:11:57,Assist Other Agency ,No,NARC    ,,Police K9 Bite,On Lead,Native American,Male,30.0,Verbal Non-Compliance                                                          ,3,East Phillips,1
8207,2020/01/23 23:49:21,Domestic with Weapons ,Yes,DASLT5  ,,Taser,Red Dot,Black,Male,20.0,Fled on Foot                                                                   ,5,Lowry Hill East,1
8208,2020/01/25 00:29:25,Fight ,Yes,DISCON  ,,Bodily Force,Takedown,Black,Male,23.0,Other                                                                          ,3,Howe,1
8209,2020/01/25 21:21:26,Traffic Law Enforcement ,No,STOLMV  ,,Police K9 Bite,On Lead,White,Male,33.0,Fled on Foot                                                                   ,4,Hawthorne,1
8210,2020/01/26 00:41:27,Assist an Officer ,Yes,AOA     ,,Bodily Force,Body Weight Pin,Black,Male,41.0,Fled on Foot                                                                   ,5,Whittier,1
8211,2020/01/26 00:41:27,Assist an Officer ,Yes,AOA     ,,Bodily Force,Body Weight Pin,Black,Male,41.0,Verbal Non-Compliance                                                          ,5,Whittier,1
8212,2020/01/26 00:41:27,Assist an Officer ,Yes,AOA     ,,Bodily Force,Takedown,Black,Male,41.0,Verbal Non-Compliance                                                          ,5,Whittier,1
8213,2020/01/26 00:59:47,Disturbance ,No,DISCON  ,,Chemical Irritant,Personal Mace,White,Male,,Verbal Non-Compliance                                                          ,1,Downtown West,1
8214,2020/01/26 02:26:54,Foot Beat ,No,FORCE   ,,Chemical Irritant,Personal Mace,Black,Male,,Commission of a Crime                                                          ,1,Downtown West,1
8215,2020/01/26 02:26:54,Foot Beat ,No,FORCE   ,,Chemical Irritant,Crowd Control Mace,Black,Male,,Commission of a Crime                                                          ,1,Downtown West,1
8216,2020/01/26 02:26:54,Foot Beat ,No,FORCE   ,,Bodily Force,Push Away,Black,Male,,Commission of a Crime                                                          ,1,Downtown West,1
8217,2020/01/26 14:16:19,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Takedown,White,Male,24.0,Assaulted Officer                                                              ,3,Seward,1
8218,2020/01/26 14:16:19,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Punch,White,Male,24.0,Assaulted Officer                                                              ,3,Seward,1
8219,2020/01/26 14:16:19,Emotionally Disturb Person ,Yes,ASLT4   ,,Taser,Red Dot,White,Male,24.0,Assaulted Officer                                                              ,3,Seward,1
8220,2020/01/26 14:16:19,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,White,Male,24.0,Assaulted Officer                                                              ,3,Seward,1
8221,2020/01/29 08:59:58,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,,Tensed                                                                         ,5,ECCO,1
8222,2020/01/29 08:59:58,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Black,Male,,Tensed                                                                         ,5,ECCO,1
8223,2020/01/29 08:59:58,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Takedown,Black,Male,,Tensed                                                                         ,5,ECCO,1
8224,2020/01/30 02:11:25,Assist Other Agency ,No,FORCE   ,,Improvised Weapon,Flashlight,Black,Male,52.0,Fled in a Vehicle                                                              ,4,Jordan,1
8225,2020/02/01 02:10:37,Suspicious Person ,No,FORCE   ,,Chemical Irritant,Personal Mace,Black,Female,,Other                                                                          ,4,Hawthorne,1
8226,2020/02/01 02:10:37,Suspicious Person ,No,FORCE   ,,Chemical Irritant,Personal Mace,Black,Female,,Other                                                                          ,4,Hawthorne,1
8227,2020/02/01 18:59:49,Indecent Exposure ,Yes,CIC     ,,Taser,Red Dot,Native American,Male,30.0,Other                                                                          ,2,Logan Park,1
8228,2020/02/02 01:39:05,Suspicious Person ,No,DISCON  ,,Bodily Force,Takedown,,Male,24.0,Verbal Non-Compliance                                                          ,1,Downtown West,1
8229,2020/02/03 13:35:22,Recover Vehicle ,No,STOLMV  ,,Bodily Force,Push Away,Black,Male,16.0,Tensed                                                                         ,3,Longfellow,1
8230,2020/02/04 12:04:35,Attempt Pick-Up ,No,ASLT4   ,,Bodily Force,Takedown,Black,Male,21.0,Fled on Foot                                                                   ,1,Downtown West,1
8231,2020/02/04 12:04:35,Attempt Pick-Up ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Fled on Foot                                                                   ,1,Downtown West,1
8232,2020/02/05 14:00:23,Property Damage Accident ,Yes,NOINS   ,,Bodily Force,Body Weight Pin,Black,Female,51.0,Tensed                                                                         ,4,Near - North,1
8233,2020/02/05 14:00:23,Property Damage Accident ,Yes,NOINS   ,,Bodily Force,Joint Lock,Black,Female,51.0,Tensed                                                                         ,4,Near - North,1
8234,2020/02/06 09:02:42,Suspicious Person ,No,NARC    ,,Bodily Force,Knee,Black,Male,31.0,Fled on Foot                                                                   ,4,Hawthorne,1
8235,2020/02/06 09:02:42,Suspicious Person ,No,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,31.0,Fled on Foot                                                                   ,4,Hawthorne,1
8236,2020/02/06 09:02:42,Suspicious Person ,No,NARC    ,,Bodily Force,Takedown,Black,Male,31.0,Fled on Foot                                                                   ,4,Hawthorne,1
8237,2020/02/06 09:02:42,Suspicious Person ,No,NARC    ,,Bodily Force,Kicks,Black,Male,31.0,Fled on Foot                                                                   ,4,Hawthorne,1
8238,2020/02/06 09:02:42,Suspicious Person ,No,NARC    ,,Bodily Force,Takedown,Black,Male,31.0,Fled on Foot                                                                   ,4,Hawthorne,1
8239,2020/02/06 09:02:42,Suspicious Person ,No,NARC    ,,Bodily Force,Joint Lock,Black,Male,31.0,Fled on Foot                                                                   ,4,Hawthorne,1
8240,2020/02/06 09:02:42,Suspicious Person ,No,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,31.0,Tensed                                                                         ,4,Hawthorne,1
8241,2020/02/06 09:02:42,Suspicious Person ,No,NARC    ,,Bodily Force,Knee,Black,Male,31.0,Fled on Foot                                                                   ,4,Hawthorne,1
8242,2020/02/06 11:53:46,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Tensed                                                                         ,4,Cleveland,1
8243,2020/02/06 11:53:46,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Tensed                                                                         ,4,Cleveland,1
8244,2020/02/06 11:53:46,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Joint Lock,Black,Male,21.0,Tensed                                                                         ,4,Cleveland,1
8245,2020/02/06 15:37:53,Domestic Abuse-In Progress ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Black,Male,25.0,Other                                                                          ,4,Shingle Creek,1
8246,2020/02/06 16:59:44,Suspicious Person ,No,STOLMV  ,,Bodily Force,Knee,Native American,Male,25.0,Commission of a Crime                                                          ,3,Seward,1
8247,2020/02/06 16:59:44,Suspicious Person ,No,STOLMV  ,,Bodily Force,Knee,Native American,Male,25.0,Verbal Non-Compliance                                                          ,3,Seward,1
8248,2020/02/07 03:10:23,Unknown Wireless/Cell Phone,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,24.0,Assaulted Officer                                                              ,5,Kenwood,1
8249,2020/02/07 03:10:23,Unknown Wireless/Cell Phone,Yes,ASLT4   ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,24.0,Assaulted Officer                                                              ,5,Kenwood,1
8250,2020/02/07 03:10:23,Unknown Wireless/Cell Phone,Yes,ASLT4   ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,24.0,Assaulted Officer                                                              ,5,Kenwood,1
8251,2020/02/07 03:10:23,Unknown Wireless/Cell Phone,Yes,ASLT4   ,,Bodily Force,Takedown,Black,Male,24.0,Assaulted Officer                                                              ,5,Kenwood,1
8252,2020/02/07 12:12:33,Suspicious Person ,No,MISC    ,,Bodily Force,Takedown,Black,Male,44.0,Tensed                                                                         ,1,Downtown West,1
8253,2020/02/07 12:12:33,Suspicious Person ,No,MISC    ,,Bodily Force,Body Weight Pin,Black,Male,44.0,Tensed                                                                         ,1,Downtown West,1
8254,2020/02/07 16:03:02,Domestic Abuse-In Progress ,No,ARSON   ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Verbal Non-Compliance                                                          ,4,Victory,1
8255,2020/02/07 20:28:19,Theft ,Yes,SHOPLF  ,,Taser,Red Dot,White,Male,38.0,Other                                                                          ,5,Lyndale,1
8256,2020/02/08 00:50:37,Traffic Law Enforcement ,No,WT      ,,Taser,Touch,Black,Male,20.0,Tensed                                                                         ,4,Hawthorne,1
8257,2020/02/08 00:50:37,Traffic Law Enforcement ,No,WT      ,,Bodily Force,Body Weight Pin,Black,Male,20.0,Verbal Non-Compliance                                                          ,4,Hawthorne,1
8258,2020/02/08 00:50:37,Traffic Law Enforcement ,No,WT      ,,Bodily Force,Neck Restraint: subject lost conciousness,Black,Male,20.0,Verbal Non-Compliance                                                          ,4,Hawthorne,1
8259,2020/02/08 00:50:37,Traffic Law Enforcement ,No,WT      ,,Bodily Force,Takedown,Black,Male,20.0,Verbal Non-Compliance                                                          ,4,Hawthorne,1
8260,2020/02/08 18:46:45,Burglary Dwlng In Progress ,Yes,BURGD   ,,Bodily Force,Body Weight Pin,Black,Male,25.0,Commission of a Crime                                                          ,3,Midtown Phillips,1
8261,2020/02/08 23:28:51,Suspicious Vehicle ,No,AOA     ,,Bodily Force,Takedown,Black,Male,26.0,Verbal Non-Compliance                                                          ,3,Phillips West,1
8262,2020/02/08 23:28:51,Suspicious Vehicle ,No,AOA     ,,Bodily Force,Takedown,Black,Male,26.0,Other                                                                          ,3,Phillips West,1
8263,2020/02/08 23:28:51,Suspicious Vehicle ,No,AOA     ,,Bodily Force,Takedown,Black,Male,26.0,Other                                                                          ,3,Phillips West,1
8264,2020/02/08 23:28:51,Suspicious Vehicle ,No,AOA     ,,Bodily Force,Body Weight Pin,Black,Male,26.0,Other                                                                          ,3,Phillips West,1
8265,2020/02/09 06:56:14,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Knee,Black,Male,36.0,Fled on Foot                                                                   ,4,Jordan,1
8266,2020/02/09 06:56:14,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,36.0,Fled on Foot                                                                   ,4,Jordan,1
8267,2020/02/09 06:56:14,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Takedown,Black,Male,36.0,Fled on Foot                                                                   ,4,Jordan,1
8268,2020/02/09 06:56:14,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Joint Lock,Black,Male,36.0,Fled on Foot                                                                   ,4,Jordan,1
8269,2020/02/09 06:56:14,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,36.0,Fled on Foot                                                                   ,4,Jordan,1
8270,2020/02/09 06:56:14,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Joint Lock,Black,Male,36.0,Fled on Foot                                                                   ,4,Jordan,1
8271,2020/02/10 05:44:18,Domestic ,Yes,DASLT2  ,,Taser,Arcing,White,Male,40.0,Commission of a Crime                                                          ,3,Central,1
8272,2020/02/10 06:23:49,Domestic Abuse-In Progress ,Yes,FORCE   ,,Bodily Force,Push Away,White,Female,50.0,Assaulted Officer                                                              ,3,Bancroft,1
8273,2020/02/10 06:23:49,Domestic Abuse-In Progress ,Yes,FORCE   ,,Taser,Firing Darts,White,Female,50.0,Assaulted Officer                                                              ,3,Bancroft,1
8274,2020/02/10 06:23:49,Domestic Abuse-In Progress ,Yes,FORCE   ,,Bodily Force,Body Weight Pin,White,Female,50.0,Assaulted Officer                                                              ,3,Bancroft,1
8275,2020/02/10 06:23:49,Domestic Abuse-In Progress ,Yes,FORCE   ,,Chemical Irritant,Personal Mace,White,Female,50.0,Assaulted Officer                                                              ,3,Bancroft,1
8276,2020/02/11 03:31:12,Traffic Law Enforcement ,No,ASLT4   ,,Bodily Force,Punch,Black,Female,27.0,Assaulted Officer                                                              ,4,Near - North,1
8277,2020/02/11 17:06:54,Suspicious Person ,No,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,18.0,Tensed                                                                         ,4,Hawthorne,1
8278,2020/02/11 17:06:54,Suspicious Person ,No,OBSTRU  ,,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,18.0,Tensed                                                                         ,4,Hawthorne,1
8279,2020/02/11 17:06:54,Suspicious Person ,No,OBSTRU  ,,Bodily Force,Takedown,Black,Male,18.0,Tensed                                                                         ,4,Hawthorne,1
8280,2020/02/11 17:06:54,Suspicious Person ,No,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,18.0,Tensed                                                                         ,4,Hawthorne,1
8281,2020/02/12 01:08:49,Theft ,Yes,DAMMV   ,,Less Lethal,Bean Bag Round,Native American,Male,41.0,Other                                                                          ,1,Cedar Riverside,1
8282,2020/02/12 01:08:49,Theft ,Yes,DAMMV   ,,Less Lethal,Bean Bag Round,Native American,Male,41.0,,1,Cedar Riverside,1
8283,2020/02/12 01:08:49,Theft ,Yes,DAMMV   ,,Less Lethal,Bean Bag Round,Native American,Male,41.0,Verbal Non-Compliance                                                          ,1,Cedar Riverside,1
8284,2020/02/12 08:54:24,Unwanted Person ,Yes,TRSPAS  ,,Bodily Force,Body Weight Pin,Black,Female,31.0,Fled on Foot                                                                   ,1,Loring Park,1
8285,2020/02/13 20:00:56,Unwanted Person ,Yes,TRSPAS  ,,Bodily Force,Takedown,Black,Male,40.0,Other                                                                          ,3,Longfellow,1
8286,2020/02/13 22:20:33,Suspicious Vehicle ,No,STOLMV  ,,Bodily Force,Body Weight Pin,Black,Male,23.0,Other                                                                          ,4,Hawthorne,1
8287,2020/02/13 22:20:33,Suspicious Vehicle ,No,STOLMV  ,,Bodily Force,Push Away,Black,Male,23.0,Other                                                                          ,4,Hawthorne,1
8288,2020/02/13 22:20:33,Suspicious Vehicle ,No,STOLMV  ,,Bodily Force,Push Away,Black,Male,23.0,Verbal Non-Compliance                                                          ,4,Hawthorne,1
8289,2020/02/14 02:54:27,Fight ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,23.0,Tensed                                                                         ,1,Downtown West,1
8290,2020/02/14 02:54:27,Fight ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,23.0,Verbal Non-Compliance                                                          ,1,Downtown West,1
8291,2020/02/14 02:54:27,Fight ,Yes,OBSTRU  ,,Bodily Force,Knee,Black,Male,23.0,Verbal Non-Compliance                                                          ,1,Downtown West,1
8292,2020/02/14 02:54:27,Fight ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,23.0,Verbal Non-Compliance                                                          ,1,Downtown West,1
8293,2020/02/14 22:39:42,Music-Loud ,No,NSODOR  ,,Bodily Force,Takedown,Black,Male,24.0,Tensed                                                                         ,3,Hiawatha,1
8294,2020/02/14 22:39:42,Music-Loud ,No,NSODOR  ,,Bodily Force,Body Weight Pin,Black,Male,24.0,Tensed                                                                         ,3,Hiawatha,1
8295,2020/02/15 00:21:29,Burglary Dwlng In Progress ,Yes,DAMPRP  ,,Bodily Force,Body Weight Pin,,Male,31.0,Verbal Non-Compliance                                                          ,5,East Isles,1
8296,2020/02/15 14:32:54,Theft-Hold One Cooperative ,No,TBLDG   ,,Bodily Force,Takedown,Black,Male,51.0,Commission of a Crime                                                          ,1,Downtown West,1
8297,2020/02/16 19:59:35,Fight ,No,DISCON  ,,Taser,Firing Darts,Black,Male,42.0,Fled on Foot                                                                   ,1,Elliot Park,1
8298,2020/02/17 16:15:21,Attempt Pick-Up ,Yes,WT      ,,Taser,Display,Black,Male,16.0,,4,Folwell,1
8299,2020/02/17 16:15:21,Attempt Pick-Up ,Yes,WT      ,,Bodily Force,Takedown,Black,Male,16.0,,4,Folwell,1
8300,2020/02/17 21:06:24,Unwanted Person ,Yes,DISCON  ,,Bodily Force,Punch,Black,Male,26.0,Other                                                                          ,2,Prospect Park - East River Road,1
8301,2020/02/17 21:06:24,Unwanted Person ,Yes,DISCON  ,,Bodily Force,Knee,Black,Male,26.0,,2,Prospect Park - East River Road,1
8302,2020/02/17 21:06:24,Unwanted Person ,Yes,DISCON  ,,Bodily Force,Body Weight Pin,Black,Male,26.0,Other                                                                          ,2,Prospect Park - East River Road,1
8303,2020/02/17 22:16:55,Unwanted Person ,Yes,FORCE   ,,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,30.0,Other                                                                          ,1,Downtown West,1
8304,2020/02/18 18:42:27,Person with a Weapon ,Yes,FORCE   ,,Chemical Irritant,Crowd Control Mace,Black,,,Commission of a Crime                                                          ,4,Hawthorne,1
8305,2020/02/18 18:42:27,Person with a Weapon ,Yes,FORCE   ,,Chemical Irritant,Personal Mace,Black,Female,,Verbal Non-Compliance                                                          ,4,Hawthorne,1
8306,2020/02/18 18:51:01,Unwanted Person ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Female,50.0,Assaulted Officer                                                              ,4,Near - North,1
8307,2020/02/18 18:51:01,Unwanted Person ,Yes,ASLT4   ,,Bodily Force,Push Away,Black,Female,50.0,Assaulted Officer                                                              ,4,Near - North,1
8308,2020/02/18 18:51:01,Unwanted Person ,Yes,ASLT4   ,,Bodily Force,Takedown,Black,Female,50.0,Assaulted Officer                                                              ,4,Near - North,1
8309,2020/02/19 21:39:32,Fight ,Yes,ASLT2   ,,Taser,Red Dot,Black,Male,24.0,,5,Lyndale,1
8310,2020/02/22 01:53:58,Officer Needs Help ,No,DISCON  ,,Taser,Firing Darts,Asian,Male,28.0,Commission of a Crime                                                          ,1,Downtown West,1
8311,2020/02/22 01:53:58,Officer Needs Help ,No,DISCON  ,,Chemical Irritant,Crowd Control Mace,,Male,,Commission of a Crime                                                          ,1,Downtown West,1
8312,2020/02/22 02:01:19,Damage Property-In Progress,No,DAMPRP  ,,Bodily Force,Takedown,White,Male,27.0,Commission of a Crime                                                          ,5,Lowry Hill East,1
8313,2020/02/22 02:01:19,Damage Property-In Progress,No,DAMPRP  ,,Bodily Force,Body Weight Pin,White,Male,27.0,Tensed                                                                         ,5,Lowry Hill East,1
8314,2020/02/22 02:01:19,Damage Property-In Progress,No,DAMPRP  ,,Bodily Force,Body Weight Pin,White,Male,27.0,Commission of a Crime                                                          ,5,Lowry Hill East,1
8315,2020/02/22 02:01:19,Damage Property-In Progress,No,DAMPRP  ,,Bodily Force,Joint Lock,White,Male,27.0,Commission of a Crime                                                          ,5,Lowry Hill East,1
8316,2020/02/22 02:01:19,Damage Property-In Progress,No,DAMPRP  ,,Bodily Force,Knee,White,Male,27.0,Tensed                                                                         ,5,Lowry Hill East,1
